model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
modeloespecifico,full_ols_av,bid_type:regular,1.0726,0.9768,1.1675,0.5953,30000
full_ols_av,modeloespecifico,pooled,-1.1068,-1.2005,-1.0143,0.2539,30000
full_ols_av,modeloespecifico,suit,-1.2088,-1.3074,-1.1111,0.2298,25926
full_ols_av,modeloespecifico,high,-0.2749,-0.7525,0.2154,0.4074,1404
full_ols_av,modeloespecifico,low,-0.5536,-0.9008,-0.2097,0.4079,2670
full_ols_av,modeloespecifico,bid_type:regular,-1.1068,-1.2005,-1.0143,0.2539,30000
modeloespecifico,anchor_hybrid_r0_full,pooled,0.3998,0.2908,0.5072,0.4741,30000
modeloespecifico,anchor_hybrid_r0_full,suit,0.5268,0.4149,0.6375,0.4955,25766
modeloespecifico,anchor_hybrid_r0_full,high,-0.3148,-0.8561,0.2177,0.3511,1760
modeloespecifico,anchor_hybrid_r0_full,low,-0.4139,-0.8548,0.0313,0.3383,2474
modeloespecifico,anchor_hybrid_r0_full,bid_type:regular,0.3998,0.2908,0.5072,0.4741,30000
anchor_hybrid_r0_full,modeloespecifico,pooled,-0.4502,-0.5566,-0.3441,0.4135,30000
anchor_hybrid_r0_full,modeloespecifico,suit,-0.548,-0.6596,-0.4363,0.3875,25775
anchor_hybrid_r0_full,modeloespecifico,high,0.182,-0.3636,0.7295,0.5682,1709
anchor_hybrid_r0_full,modeloespecifico,low,0.1228,-0.3232,0.5616,0.5751,2516
anchor_hybrid_r0_full,modeloespecifico,bid_type:regular,-0.4502,-0.5566,-0.3441,0.4135,30000
selected_two_stage_av,selected_two_stage_av,pooled,0.0276,-0.0736,0.1296,0.4173,30000
selected_two_stage_av,selected_two_stage_av,suit,0.0216,-0.0826,0.1239,0.4163,29095
selected_two_stage_av,selected_two_stage_av,high,0.502,-0.7302,1.7144,0.4776,245
selected_two_stage_av,selected_two_stage_av,low,0.1136,-0.5796,0.8408,0.4394,660
selected_two_stage_av,selected_two_stage_av,bid_type:regular,0.0276,-0.0736,0.1296,0.4173,30000
selected_two_stage_av,gbt_av,pooled,-1.4022,-1.5063,-1.2956,0.2663,30000
selected_two_stage_av,gbt_av,suit,-1.2583,-1.3733,-1.1413,0.292,23772
selected_two_stage_av,gbt_av,high,-1.9848,-2.3334,-1.624,0.1669,2636
selected_two_stage_av,gbt_av,low,-1.9268,-2.2733,-1.5715,0.169,3592
selected_two_stage_av,gbt_av,bid_type:regular,-1.4012,-1.5054,-1.2966,0.2662,29983
selected_two_stage_av,gbt_av,bid_type:moon,-9.75,-20.0,0.5,0.25,4
selected_two_stage_av,gbt_av,bid_type:loner,-1.0,-32.9167,33.4762,0.4615,13
gbt_av,selected_two_stage_av,pooled,1.3469,1.2398,1.4515,0.6164,30000
gbt_av,selected_two_stage_av,suit,1.2492,1.1339,1.3639,0.5948,23846
gbt_av,selected_two_stage_av,high,2.0108,1.6346,2.3777,0.6872,2596
gbt_av,selected_two_stage_av,low,1.5171,1.1594,1.8718,0.7097,3558
gbt_av,selected_two_stage_av,bid_type:regular,1.3419,1.2372,1.4459,0.6164,29974
gbt_av,selected_two_stage_av,bid_type:moon,14.1429,9.75,20.0,0.8571,7
gbt_av,selected_two_stage_av,bid_type:loner,4.4737,-25.2286,30.5333,0.5789,19
selected_two_stage_av,full_ols_av,pooled,0.9012,0.8138,0.9873,0.5437,30000
selected_two_stage_av,full_ols_av,suit,1.373,1.2781,1.4685,0.6054,23292
selected_two_stage_av,full_ols_av,high,-1.042,-1.3404,-0.7427,0.3043,2573
selected_two_stage_av,full_ols_av,low,-0.5478,-0.7909,-0.3007,0.3453,4135
selected_two_stage_av,full_ols_av,bid_type:regular,0.9012,0.8138,0.9873,0.5437,30000
full_ols_av,selected_two_stage_av,pooled,-0.9321,-1.0183,-0.8456,0.2807,30000
full_ols_av,selected_two_stage_av,suit,-1.3586,-1.4525,-1.2618,0.2214,23435
full_ols_av,selected_two_stage_av,high,0.9567,0.6642,1.2594,0.5192,2612
full_ols_av,selected_two_stage_av,low,0.3486,0.0975,0.5984,0.4746,3953
full_ols_av,selected_two_stage_av,bid_type:regular,-0.9321,-1.0183,-0.8456,0.2807,30000
selected_two_stage_av,anchor_hybrid_r0_full,pooled,0.1699,0.0669,0.2742,0.4206,30000
selected_two_stage_av,anchor_hybrid_r0_full,suit,0.0579,-0.0625,0.18,0.4136,22078
selected_two_stage_av,anchor_hybrid_r0_full,high,0.6914,0.3941,0.9786,0.4602,3746
selected_two_stage_av,anchor_hybrid_r0_full,low,0.2945,-0.0018,0.5852,0.4219,4176
selected_two_stage_av,anchor_hybrid_r0_full,bid_type:regular,0.1699,0.0669,0.2742,0.4206,30000
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-0.2359,-0.3392,-0.1326,0.4584,30000
anchor_hybrid_r0_full,selected_two_stage_av,suit,-0.0873,-0.2081,0.033,0.4733,22041
anchor_hybrid_r0_full,selected_two_stage_av,high,-0.8271,-1.1108,-0.5415,0.3801,3783
anchor_hybrid_r0_full,selected_two_stage_av,low,-0.4847,-0.7766,-0.1935,0.4507,4176
anchor_hybrid_r0_full,selected_two_stage_av,bid_type:regular,-0.2359,-0.3392,-0.1326,0.4584,30000
gbt_av,gbt_av,pooled,-0.0177,-0.1421,0.1044,0.4616,30000
gbt_av,gbt_av,suit,0.0339,-0.104,0.1717,0.4672,21274
gbt_av,gbt_av,high,-0.274,-0.6432,0.1083,0.4254,3606
gbt_av,gbt_av,low,-0.0514,-0.4033,0.2998,0.4642,5120
gbt_av,gbt_av,bid_type:regular,-0.0212,-0.1402,0.0967,0.4615,29948
gbt_av,gbt_av,bid_type:moon,7.4375,-7.9222,20.2,0.6875,16
gbt_av,gbt_av,bid_type:loner,-0.3889,-22.0306,22.7796,0.5,36
gbt_av,full_ols_av,pooled,1.8643,1.7728,1.9537,0.6688,30000
gbt_av,full_ols_av,suit,2.1906,2.0891,2.2908,0.7143,20119
gbt_av,full_ols_av,high,1.1143,0.8538,1.3647,0.5605,4637
gbt_av,full_ols_av,low,1.2759,1.021,1.5236,0.5896,5244
gbt_av,full_ols_av,bid_type:regular,1.8642,1.7762,1.9522,0.6688,29974
gbt_av,full_ols_av,bid_type:moon,11.8,6.3333,20.0,0.8,5
gbt_av,full_ols_av,bid_type:loner,-0.381,-30.8214,26.6111,0.5238,21
full_ols_av,gbt_av,pooled,-1.9254,-2.0136,-1.8367,0.1776,30000
full_ols_av,gbt_av,suit,-2.2533,-2.3535,-2.1536,0.1364,20063
full_ols_av,gbt_av,high,-1.065,-1.3086,-0.8159,0.2686,4710
full_ols_av,gbt_av,low,-1.4423,-1.6936,-1.1885,0.2541,5227
full_ols_av,gbt_av,bid_type:regular,-1.9234,-2.0097,-1.8339,0.1775,29984
full_ols_av,gbt_av,bid_type:moon,-20.0,-20.0,-20.0,0.0,2
full_ols_av,gbt_av,bid_type:loner,-3.7857,-34.4667,33.2762,0.4286,14
gbt_av,anchor_hybrid_r0_full,pooled,0.9736,0.8646,1.0831,0.5528,30000
gbt_av,anchor_hybrid_r0_full,suit,0.9652,0.8478,1.0823,0.5496,23384
gbt_av,anchor_hybrid_r0_full,high,1.1904,0.8065,1.5717,0.56,3068
gbt_av,anchor_hybrid_r0_full,low,0.8416,0.4413,1.2341,0.5681,3547
gbt_av,anchor_hybrid_r0_full,bid_type:regular,0.9691,0.8605,1.0759,0.5528,29972
gbt_av,anchor_hybrid_r0_full,bid_type:moon,7.7,-1.8667,20.0,0.7,10
gbt_av,anchor_hybrid_r0_full,bid_type:loner,5.0588,-26.6333,30.0333,0.5882,17
anchor_hybrid_r0_full,gbt_av,pooled,-1.0173,-1.1252,-0.9078,0.3538,30000
anchor_hybrid_r0_full,gbt_av,suit,-0.9996,-1.1153,-0.8831,0.3484,23480
anchor_hybrid_r0_full,gbt_av,high,-1.3156,-1.7001,-0.9239,0.3461,2953
anchor_hybrid_r0_full,gbt_av,low,-0.8865,-1.2802,-0.4783,0.3956,3567
anchor_hybrid_r0_full,gbt_av,bid_type:regular,-1.019,-1.1253,-0.9109,0.3537,29980
anchor_hybrid_r0_full,gbt_av,bid_type:moon,0.6667,7.6667,7.6667,0.5,6
anchor_hybrid_r0_full,gbt_av,bid_type:loner,2.0714,-6.8571,31.8651,0.5,14
full_ols_av,full_ols_av,pooled,-0.0343,-0.1194,0.0495,0.4134,30000
full_ols_av,full_ols_av,suit,0.008,-0.1478,0.1651,0.4344,9280
full_ols_av,full_ols_av,high,-0.0179,-0.1746,0.1382,0.4052,8551
full_ols_av,full_ols_av,low,-0.078,-0.2058,0.0513,0.403,12169
full_ols_av,full_ols_av,bid_type:regular,-0.0343,-0.1194,0.0495,0.4134,30000
full_ols_av,anchor_hybrid_r0_full,pooled,0.2124,0.1096,0.3172,0.4012,30000
full_ols_av,anchor_hybrid_r0_full,suit,-0.0487,-0.172,0.0755,0.3685,20676
full_ols_av,anchor_hybrid_r0_full,high,1.1108,0.8388,1.3821,0.5043,4404
full_ols_av,anchor_hybrid_r0_full,low,0.5053,0.2423,0.7701,0.446,4920
full_ols_av,anchor_hybrid_r0_full,bid_type:regular,0.2124,0.1096,0.3172,0.4012,30000
anchor_hybrid_r0_full,full_ols_av,pooled,-0.2679,-0.3715,-0.1644,0.4731,30000
anchor_hybrid_r0_full,full_ols_av,suit,0.0539,-0.0707,0.1765,0.5149,20610
anchor_hybrid_r0_full,full_ols_av,high,-1.2363,-1.4987,-0.9773,0.3402,4380
anchor_hybrid_r0_full,full_ols_av,low,-0.7453,-1.0125,-0.4849,0.4176,5010
anchor_hybrid_r0_full,full_ols_av,bid_type:regular,-0.2679,-0.3715,-0.1644,0.4731,30000
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-0.0377,-0.1467,0.0707,0.3804,30000
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-0.032,-0.1735,0.1104,0.4581,19179
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-0.075,-0.5722,0.4147,0.4688,2308
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,-0.1061,-0.518,0.3089,0.4773,3233
anchor_hybrid_r0_full,anchor_hybrid_r0_full,bid_type:regular,-0.0457,-0.1757,0.0849,0.4616,24720
