model,contract,rank,feature_name,importance
gbt_av,pass,3,opp_right_passed,0.1008
gbt_av,pass,4,offsuit_tens_count,0.064
gbt_av,pass,5,partner_level_low,0.0455
gbt_av,pass,6,offsuit_queen_count_total,0.0338
gbt_av,pass,7,auction_position,0.0327
gbt_av,pass,8,low_card_count,0.0312
gbt_av,pass,9,opp_right_level_low,0.03
gbt_av,pass,10,quick_tricks,0.0285
gbt_av,pass,11,hand_value,0.0284
gbt_av,pass,12,offsuit_best_rank_sum,0.0275
gbt_av,pass,13,partner_level_high,0.0259
gbt_av,pass,14,offsuit_non_ace_count,0.0256
gbt_av,pass,15,offsuit_king_count_total,0.0219
gbt_av,pass,16,offsuit_secondbest_rank_sum,0.0213
gbt_av,pass,17,opp_right_level_high,0.0193
gbt_av,pass,18,offsuit_aces,0.0179
gbt_av,pass,19,opp_left_level_low,0.0164
gbt_av,pass,20,losing_tricks_count,0.0159
gbt_av,pass,21,opp_left_passed,0.0108
gbt_av,pass,22,opp_left_level_high,0.0107
gbt_av,pass,23,high_card_count,0.0103
gbt_av,pass,24,fourth_suit_len,0.0095
gbt_av,pass,25,max_suit_len,0.0093
gbt_av,pass,26,offsuit_suits_with_ace,0.0085
gbt_av,pass,27,offsuit_suits_with_ace_and_king,0.0072
gbt_av,pass,28,void_count,0.0065
gbt_av,pass,29,num_doubletons,0.0063
gbt_av,pass,30,offsuit_suits_with_double_ace,0.0047
gbt_av,pass,31,seat_rel_3,0.0043
gbt_av,pass,32,num_singletons,0.0041
gbt_av,pass,33,second_suit_len,0.0035
gbt_av,pass,34,third_suit_len,0.0035
gbt_av,pass,35,double_ten_jack_count,0.0033
gbt_av,pass,36,is_dealer,0.0031
gbt_av,pass,37,seat_rel_2,0.0024
gbt_av,pass,38,seat_rel_1,0.0017
gbt_av,pass,39,offsuit_length_3plus_count,0.0017
gbt_av,pass,40,bowers,0.0
gbt_av,pass,41,highest_trump_rank,0.0
gbt_av,pass,42,is_high,0.0
gbt_av,pass,43,is_low,0.0
gbt_av,pass,44,opp_left_level_off_color,0.0
gbt_av,pass,45,opp_left_level_same_color,0.0
gbt_av,pass,46,opp_left_level_same_suit,0.0
gbt_av,pass,47,opp_right_level_off_color,0.0
gbt_av,pass,48,opp_right_level_same_color,0.0
gbt_av,pass,49,opp_right_level_same_suit,0.0
gbt_av,pass,50,partner_level_off_color,0.0
gbt_av,pass,51,partner_level_same_color,0.0
gbt_av,pass,52,partner_level_same_suit,0.0
gbt_av,pass,53,second_highest_trump_rank,0.0
gbt_av,pass,54,third_highest_trump_rank,0.0
gbt_av,pass,55,trump_C,0.0
gbt_av,pass,56,trump_D,0.0
gbt_av,pass,57,trump_H,0.0
gbt_av,pass,58,trump_S,0.0
gbt_av,pass,59,trump_ace_count,0.0
gbt_av,pass,60,trump_count,0.0
gbt_av,pass,61,trump_count_x_offsuit_ace,0.0
gbt_av,pass,62,trump_count_x_void_count,0.0
gbt_av,pass,63,trump_duplicate_pairs,0.0
gbt_av,pass,64,trump_king_count,0.0
gbt_av,pass,65,trump_lb_count,0.0
gbt_av,pass,66,trump_power_sum,0.0
gbt_av,pass,67,trump_queen_count,0.0
gbt_av,pass,68,trump_rb_count,0.0
gbt_av,pass,69,trump_ten_count,0.0
gbt_av,suit,1,is_loner,0.687
gbt_av,suit,2,bid_n_sq,0.1219
gbt_av,suit,3,bid_n,0.1149
gbt_av,suit,4,is_moon,0.0529
gbt_av,suit,5,offsuit_non_ace_count,0.0084
gbt_av,suit,6,hand_value,0.0047
gbt_av,suit,7,partner_level_same_suit,0.0018
gbt_av,suit,8,quick_tricks,0.0014
gbt_av,suit,9,trump_power_sum,0.0013
gbt_av,suit,10,bowers,0.0006
gbt_av,suit,11,opp_right_level_same_suit,0.0005
gbt_av,suit,12,partner_level_same_color,0.0005
gbt_av,suit,13,second_highest_trump_rank,0.0005
gbt_av,suit,14,highest_trump_rank,0.0004
gbt_av,suit,15,third_suit_len,0.0003
gbt_av,suit,16,third_highest_trump_rank,0.0003
gbt_av,suit,17,offsuit_suits_with_ace,0.0002
gbt_av,suit,18,partner_passed,0.0002
gbt_av,suit,19,trump_count_x_offsuit_ace,0.0002
gbt_av,suit,20,opp_right_level_same_color,0.0002
gbt_av,suit,21,trump_count_x_void_count,0.0001
gbt_av,suit,22,current_high_bid,0.0001
gbt_av,suit,23,auction_position,0.0001
gbt_av,suit,24,trump_rb_count,0.0001
gbt_av,suit,25,offsuit_suits_with_double_ace,0.0001
gbt_av,suit,26,opp_left_level_same_suit,0.0001
gbt_av,suit,27,offsuit_king_count_total,0.0001
gbt_av,suit,28,low_card_count,0.0001
gbt_av,suit,29,opp_left_passed,0.0001
gbt_av,suit,30,losing_tricks_count,0.0001
gbt_av,suit,31,partner_level_off_color,0.0001
gbt_av,suit,32,max_suit_len,0.0001
gbt_av,suit,33,second_suit_len,0.0001
gbt_av,suit,34,seat_rel_2,0.0001
gbt_av,suit,35,opp_right_passed,0.0
gbt_av,suit,36,seat_rel_3,0.0
gbt_av,suit,37,trump_count,0.0
gbt_av,suit,38,partner_level_high,0.0
gbt_av,suit,39,opp_left_level_same_color,0.0
gbt_av,suit,40,opp_right_level_off_color,0.0
gbt_av,suit,41,offsuit_tens_count,0.0
gbt_av,suit,42,void_count,0.0
gbt_av,suit,43,offsuit_queen_count_total,0.0
gbt_av,suit,44,offsuit_best_rank_sum,0.0
gbt_av,suit,45,trump_ace_count,0.0
gbt_av,suit,46,offsuit_secondbest_rank_sum,0.0
gbt_av,suit,47,trump_ten_count,0.0
gbt_av,suit,48,offsuit_aces,0.0
gbt_av,suit,49,num_doubletons,0.0
gbt_av,suit,50,partner_level_low,0.0
gbt_av,suit,51,is_dealer,0.0
gbt_av,suit,52,trump_lb_count,0.0
gbt_av,suit,53,opp_left_level_off_color,0.0
gbt_av,suit,54,trump_queen_count,0.0
gbt_av,suit,55,opp_right_level_high,0.0
gbt_av,suit,56,high_card_count,0.0
gbt_av,suit,57,opp_right_level_low,0.0
gbt_av,suit,58,num_singletons,0.0
gbt_av,suit,59,trump_duplicate_pairs,0.0
gbt_av,suit,60,trump_king_count,0.0
gbt_av,suit,61,double_ten_jack_count,0.0
gbt_av,suit,62,opp_left_level_low,0.0
gbt_av,suit,63,trump_S,0.0
gbt_av,suit,64,seat_rel_1,0.0
gbt_av,suit,65,offsuit_length_3plus_count,0.0
gbt_av,suit,66,offsuit_suits_with_ace_and_king,0.0
gbt_av,suit,67,opp_left_level_high,0.0
gbt_av,suit,68,trump_H,0.0
gbt_av,suit,69,trump_D,0.0
gbt_av,suit,70,trump_C,0.0
gbt_av,suit,71,fourth_suit_len,0.0
gbt_av,suit,72,is_high,0.0
gbt_av,suit,73,is_low,0.0
selected_two_stage_av,high,1,is_loner,0.6086
selected_two_stage_av,high,2,bid_n_sq,0.8292
selected_two_stage_av,high,3,is_moon,0.8509
selected_two_stage_av,high,4,quick_tricks,0.8638
selected_two_stage_av,high,5,partner_level_high,0.8645
selected_two_stage_av,low,1,is_loner,0.6092
selected_two_stage_av,low,2,bid_n_sq,0.8264
selected_two_stage_av,low,3,is_moon,0.8485
selected_two_stage_av,low,4,quick_tricks,0.8601
selected_two_stage_av,low,5,partner_level_low,0.8612
selected_two_stage_av,pass,1,opp_right_passed,0.0123
selected_two_stage_av,pass,2,partner_passed,0.0296
selected_two_stage_av,pass,3,seat_rel_2,0.0383
selected_two_stage_av,pass,4,offsuit_aces,0.0455
selected_two_stage_av,pass,5,low_card_count,0.0506
selected_two_stage_av,pass,6,opp_left_passed,0.0531
selected_two_stage_av,suit,1,is_loner,0.6188
selected_two_stage_av,suit,2,bid_n_sq,0.851
selected_two_stage_av,suit,3,is_moon,0.8731
selected_two_stage_av,suit,4,offsuit_non_ace_count,0.8836
selected_two_stage_av,suit,5,bowers,0.8854
