model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
stricthellraiser,modeloespecifico,pooled,-5.2608,-5.5596,-4.9592,0.3436,7500
stricthellraiser,modeloespecifico,suit,-5.2651,-5.5716,-4.9639,0.3446,7479
stricthellraiser,modeloespecifico,high,-3.0,-4.0,-2.0,0.0,6
stricthellraiser,modeloespecifico,low,-4.0,-7.2,-0.8,0.0,15
stricthellraiser,modeloespecifico,bid_type:regular,-5.2608,-5.5596,-4.9592,0.3436,7500
modeloespecifico,rankthetank,pooled,10.4808,10.2456,10.71,0.8996,7500
modeloespecifico,rankthetank,suit,10.4808,10.2456,10.71,0.8996,7500
modeloespecifico,rankthetank,bid_type:regular,10.4808,10.2456,10.71,0.8996,7500
rankthetank,modeloespecifico,pooled,-10.5044,-10.7368,-10.2652,0.1024,7500
rankthetank,modeloespecifico,suit,-10.5044,-10.7368,-10.2652,0.1024,7500
rankthetank,modeloespecifico,bid_type:regular,-10.5044,-10.7368,-10.2652,0.1024,7500
modeloespecifico,anchor_hybrid_r0_full,pooled,0.232,0.0248,0.4452,0.4548,7500
modeloespecifico,anchor_hybrid_r0_full,suit,0.3443,0.1282,0.5646,0.4735,6387
modeloespecifico,anchor_hybrid_r0_full,high,-0.415,-1.4694,0.6735,0.3605,441
modeloespecifico,anchor_hybrid_r0_full,low,-0.4107,-1.2366,0.4421,0.3393,672
modeloespecifico,anchor_hybrid_r0_full,bid_type:regular,0.232,0.0248,0.4452,0.4548,7500
anchor_hybrid_r0_full,modeloespecifico,pooled,-0.5584,-0.7636,-0.3456,0.3988,7500
anchor_hybrid_r0_full,modeloespecifico,suit,-0.6416,-0.8642,-0.4214,0.3751,6471
anchor_hybrid_r0_full,modeloespecifico,high,-0.1857,-1.2643,0.8357,0.5214,420
anchor_hybrid_r0_full,modeloespecifico,low,0.069,-0.7931,0.9458,0.5665,609
anchor_hybrid_r0_full,modeloespecifico,bid_type:regular,-0.5584,-0.7636,-0.3456,0.3988,7500
selected_two_stage_av,selected_two_stage_av,pooled,0.0488,-0.1528,0.2556,0.432,7500
selected_two_stage_av,selected_two_stage_av,suit,0.0384,-0.1735,0.244,0.4299,7194
selected_two_stage_av,selected_two_stage_av,high,0.8611,-1.3056,2.9729,0.5556,108
selected_two_stage_av,selected_two_stage_av,low,-0.0152,-1.3485,1.3333,0.4394,198
selected_two_stage_av,selected_two_stage_av,bid_type:regular,0.0488,-0.1528,0.2556,0.432,7500
selected_two_stage_av,gbt_av,pooled,-1.06,-1.278,-0.8468,0.3004,7500
selected_two_stage_av,gbt_av,suit,-0.9459,-1.1823,-0.7091,0.3205,5991
selected_two_stage_av,gbt_av,high,-2.6207,-3.3655,-1.8345,0.1724,435
selected_two_stage_av,gbt_av,low,-1.0642,-1.7486,-0.3631,0.2402,1074
selected_two_stage_av,gbt_av,bid_type:regular,-1.06,-1.278,-0.8468,0.3004,7500
gbt_av,selected_two_stage_av,pooled,0.9048,0.684,1.1248,0.5804,7500
gbt_av,selected_two_stage_av,suit,0.9313,0.697,1.1609,0.5601,5892
gbt_av,selected_two_stage_av,high,1.6918,0.717,2.6291,0.7044,477
gbt_av,selected_two_stage_av,low,0.435,-0.2785,1.122,0.634,1131
gbt_av,selected_two_stage_av,bid_type:regular,0.9048,0.684,1.1248,0.5804,7500
selected_two_stage_av,constrained_ols_av,pooled,0.8548,0.6804,1.0272,0.5504,7500
selected_two_stage_av,constrained_ols_av,suit,1.0074,0.8283,1.1813,0.5686,6849
selected_two_stage_av,constrained_ols_av,high,-0.5692,-1.9846,0.9077,0.4154,195
selected_two_stage_av,constrained_ols_av,low,-0.8289,-1.5066,-0.1316,0.3355,456
selected_two_stage_av,constrained_ols_av,bid_type:regular,0.8548,0.6804,1.0272,0.5504,7500
constrained_ols_av,selected_two_stage_av,pooled,-1.0048,-1.1772,-0.8312,0.288,7500
constrained_ols_av,selected_two_stage_av,suit,-1.1349,-1.317,-0.9558,0.2706,6852
constrained_ols_av,selected_two_stage_av,high,0.6622,-0.5676,1.8784,0.5,222
constrained_ols_av,selected_two_stage_av,low,0.2183,-0.6479,1.0634,0.4577,426
constrained_ols_av,selected_two_stage_av,bid_type:regular,-1.0048,-1.1772,-0.8312,0.288,7500
selected_two_stage_av,selected_ols_av,pooled,0.756,0.5784,0.9316,0.5356,7500
selected_two_stage_av,selected_ols_av,suit,0.9669,0.7865,1.1532,0.5614,6717
selected_two_stage_av,selected_ols_av,high,-1.4949,-2.4646,-0.4848,0.2828,297
selected_two_stage_av,selected_ols_av,low,-0.784,-1.463,-0.0864,0.3333,486
selected_two_stage_av,selected_ols_av,bid_type:regular,0.756,0.5784,0.9316,0.5356,7500
selected_ols_av,selected_two_stage_av,pooled,-0.8744,-1.052,-0.7016,0.3104,7500
selected_ols_av,selected_two_stage_av,suit,-1.0521,-1.2328,-0.8705,0.2853,6741
selected_ols_av,selected_two_stage_av,high,0.8571,-0.2,1.9048,0.5619,315
selected_ols_av,selected_two_stage_av,low,0.5946,-0.2635,1.4189,0.5135,444
selected_ols_av,selected_two_stage_av,bid_type:regular,-0.8744,-1.052,-0.7016,0.3104,7500
selected_two_stage_av,full_ols_av,pooled,1.0864,0.9216,1.2528,0.5572,7500
selected_two_stage_av,full_ols_av,suit,1.6582,1.4822,1.8337,0.6312,5556
selected_two_stage_av,full_ols_av,high,-0.2456,-1.0117,0.5322,0.4152,513
selected_two_stage_av,full_ols_av,low,-0.6562,-1.0692,-0.2431,0.3208,1431
selected_two_stage_av,full_ols_av,bid_type:regular,1.0864,0.9216,1.2528,0.5572,7500
full_ols_av,selected_two_stage_av,pooled,-1.2116,-1.3792,-1.0428,0.2712,7500
full_ols_av,selected_two_stage_av,suit,-1.6786,-1.857,-1.4986,0.1996,5517
full_ols_av,selected_two_stage_av,high,0.1761,-0.517,0.8807,0.4261,528
full_ols_av,selected_two_stage_av,low,0.0557,-0.3918,0.4969,0.4866,1455
full_ols_av,selected_two_stage_av,bid_type:regular,-1.2116,-1.3792,-1.0428,0.2712,7500
selected_two_stage_av,stricthellraiser,pooled,2.5704,2.2944,2.8472,0.4248,7500
selected_two_stage_av,stricthellraiser,suit,2.5633,2.2833,2.8386,0.4239,7488
selected_two_stage_av,stricthellraiser,low,7.0,6.0,9.0,1.0,12
selected_two_stage_av,stricthellraiser,bid_type:regular,2.5704,2.2944,2.8472,0.4248,7500
stricthellraiser,selected_two_stage_av,pooled,-3.042,-3.3136,-2.7696,0.392,7500
stricthellraiser,selected_two_stage_av,suit,-3.0417,-3.3208,-2.7686,0.3925,7482
stricthellraiser,selected_two_stage_av,low,-3.1667,-7.3333,2.8333,0.1667,18
stricthellraiser,selected_two_stage_av,bid_type:regular,-3.042,-3.3136,-2.7696,0.392,7500
selected_two_stage_av,rankthetank,pooled,10.4836,10.2476,10.712,0.8996,7500
selected_two_stage_av,rankthetank,suit,10.4836,10.2476,10.712,0.8996,7500
selected_two_stage_av,rankthetank,bid_type:regular,10.4836,10.2476,10.712,0.8996,7500
rankthetank,selected_two_stage_av,pooled,-10.52,-10.7516,-10.2816,0.1024,7500
rankthetank,selected_two_stage_av,suit,-10.52,-10.7516,-10.2816,0.1024,7500
rankthetank,selected_two_stage_av,bid_type:regular,-10.52,-10.7516,-10.2816,0.1024,7500
selected_two_stage_av,anchor_hybrid_r0_full,pooled,0.2076,0.0036,0.4184,0.4316,7500
selected_two_stage_av,anchor_hybrid_r0_full,suit,0.1521,-0.0854,0.3901,0.4306,5622
selected_two_stage_av,anchor_hybrid_r0_full,high,0.8475,0.227,1.4858,0.4929,846
selected_two_stage_av,anchor_hybrid_r0_full,low,-0.0145,-0.593,0.5669,0.3866,1032
selected_two_stage_av,anchor_hybrid_r0_full,bid_type:regular,0.2076,0.0036,0.4184,0.4316,7500
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-0.5032,-0.7064,-0.2924,0.4364,7500
anchor_hybrid_r0_full,selected_two_stage_av,suit,-0.4357,-0.6742,-0.2052,0.4426,5673
anchor_hybrid_r0_full,selected_two_stage_av,high,-0.8249,-1.4903,-0.1518,0.4008,771
anchor_hybrid_r0_full,selected_two_stage_av,low,-0.6307,-1.2244,-0.0425,0.429,1056
anchor_hybrid_r0_full,selected_two_stage_av,bid_type:regular,-0.5032,-0.7064,-0.2924,0.4364,7500
gbt_av,gbt_av,pooled,-0.1516,-0.3952,0.0936,0.452,7500
gbt_av,gbt_av,suit,-0.0092,-0.2785,0.2619,0.4579,5235
gbt_av,gbt_av,high,0.033,-0.8066,0.8632,0.467,636
gbt_av,gbt_av,low,-0.6814,-1.2983,-0.0423,0.4273,1629
gbt_av,gbt_av,bid_type:regular,-0.1601,-0.4074,0.0808,0.4518,7497
gbt_av,gbt_av,bid_type:moon,21.0,21.0,21.0,1.0,3
gbt_av,constrained_ols_av,pooled,1.3748,1.1808,1.5676,0.6208,7500
gbt_av,constrained_ols_av,suit,1.517,1.3129,1.727,0.6286,5484
gbt_av,constrained_ols_av,high,1.3226,0.5713,2.0783,0.6221,651
gbt_av,constrained_ols_av,low,0.8286,0.2703,1.3846,0.589,1365
gbt_av,constrained_ols_av,bid_type:regular,1.3748,1.1808,1.5676,0.6208,7500
constrained_ols_av,gbt_av,pooled,-1.5956,-1.7832,-1.4052,0.2284,7500
constrained_ols_av,gbt_av,suit,-1.6255,-1.8287,-1.4159,0.2249,5655
constrained_ols_av,gbt_av,high,-2.1068,-2.7039,-1.4902,0.199,618
constrained_ols_av,gbt_av,low,-1.2005,-1.7653,-0.6381,0.2592,1227
constrained_ols_av,gbt_av,bid_type:regular,-1.5956,-1.7832,-1.4052,0.2284,7500
gbt_av,selected_ols_av,pooled,1.4116,1.2184,1.6052,0.6256,7500
gbt_av,selected_ols_av,suit,1.5753,1.3623,1.7822,0.636,5481
gbt_av,selected_ols_av,high,1.206,0.485,1.9227,0.5923,699
gbt_av,selected_ols_av,low,0.8409,0.2704,1.4159,0.6,1320
gbt_av,selected_ols_av,bid_type:regular,1.4116,1.2184,1.6052,0.6256,7500
selected_ols_av,gbt_av,pooled,-1.6004,-1.7928,-1.4088,0.2324,7500
selected_ols_av,gbt_av,suit,-1.6667,-1.88,-1.4512,0.2256,5598
selected_ols_av,gbt_av,high,-1.8186,-2.4115,-1.2212,0.2389,678
selected_ols_av,gbt_av,low,-1.1765,-1.75,-0.6005,0.2598,1224
selected_ols_av,gbt_av,bid_type:regular,-1.6004,-1.7928,-1.4088,0.2324,7500
gbt_av,full_ols_av,pooled,1.512,1.3156,1.7012,0.6216,7500
gbt_av,full_ols_av,suit,2.0215,1.8024,2.2369,0.684,4737
gbt_av,full_ols_av,high,0.9857,0.3477,1.6129,0.552,837
gbt_av,full_ols_av,low,0.4875,0.0296,0.9237,0.4984,1926
gbt_av,full_ols_av,bid_type:regular,1.512,1.3156,1.7012,0.6216,7500
full_ols_av,gbt_av,pooled,-1.7092,-1.8892,-1.518,0.2208,7500
full_ols_av,gbt_av,suit,-2.1616,-2.3713,-1.9518,0.1604,4920
full_ols_av,gbt_av,high,-1.4833,-2.0112,-0.948,0.2862,807
full_ols_av,gbt_av,low,-0.5567,-1.0203,-0.0981,0.3587,1773
full_ols_av,gbt_av,bid_type:regular,-1.7092,-1.8892,-1.518,0.2208,7500
gbt_av,stricthellraiser,pooled,3.3864,3.062,3.7012,0.5644,7500
gbt_av,stricthellraiser,suit,3.8161,3.4879,4.1373,0.5586,6837
gbt_av,stricthellraiser,high,3.3636,1.1515,5.2424,0.8485,99
gbt_av,stricthellraiser,low,-1.8191,-3.0319,-0.633,0.5851,564
gbt_av,stricthellraiser,bid_type:regular,3.3864,3.062,3.7012,0.5644,7500
stricthellraiser,gbt_av,pooled,-4.1564,-4.4608,-3.8388,0.2996,7500
stricthellraiser,gbt_av,suit,-4.5837,-4.9054,-4.2642,0.2975,6846
stricthellraiser,gbt_av,high,-3.0833,-5.375,-0.5,0.125,72
stricthellraiser,gbt_av,low,0.7371,-0.4485,1.892,0.3454,582
stricthellraiser,gbt_av,bid_type:regular,-4.1564,-4.4608,-3.8388,0.2996,7500
gbt_av,rankthetank,pooled,9.8156,9.5404,10.0792,0.878,7500
gbt_av,rankthetank,suit,10.2442,9.9951,10.4906,0.8931,7296
gbt_av,rankthetank,high,-0.75,-6.125,4.5625,0.5625,48
gbt_av,rankthetank,low,-6.9808,-9.7692,-4.0764,0.2692,156
gbt_av,rankthetank,bid_type:regular,9.8431,9.57,10.1101,0.8787,7494
gbt_av,rankthetank,bid_type:moon,-24.5,-25.0,-24.0,0.0,6
rankthetank,gbt_av,pooled,-9.9196,-10.1856,-9.6464,0.1208,7500
rankthetank,gbt_av,suit,-10.3184,-10.5608,-10.0666,0.1068,7302
rankthetank,gbt_av,high,-2.0625,-6.4375,2.625,0.3125,48
rankthetank,gbt_av,low,6.98,4.1,9.7,0.74,150
rankthetank,gbt_av,bid_type:regular,-9.9332,-10.1949,-9.6687,0.1204,7497
rankthetank,gbt_av,bid_type:moon,24.0,24.0,24.0,1.0,3
gbt_av,anchor_hybrid_r0_full,pooled,1.0528,0.8352,1.274,0.5584,7500
gbt_av,anchor_hybrid_r0_full,suit,0.9388,0.6945,1.1778,0.5423,5637
gbt_av,anchor_hybrid_r0_full,high,1.9731,1.2769,2.6808,0.6346,780
gbt_av,anchor_hybrid_r0_full,low,0.9834,0.2825,1.6759,0.5873,1083
gbt_av,anchor_hybrid_r0_full,bid_type:regular,1.0528,0.8352,1.274,0.5584,7500
anchor_hybrid_r0_full,gbt_av,pooled,-1.3436,-1.5576,-1.1268,0.3288,7500
anchor_hybrid_r0_full,gbt_av,suit,-1.1645,-1.413,-0.9191,0.3405,5709
anchor_hybrid_r0_full,gbt_av,high,-2.0669,-2.7598,-1.3504,0.2953,762
anchor_hybrid_r0_full,gbt_av,low,-1.807,-2.4737,-1.1404,0.2895,1026
anchor_hybrid_r0_full,gbt_av,bid_type:regular,-1.3441,-1.559,-1.1216,0.3289,7497
constrained_ols_av,constrained_ols_av,pooled,-0.0544,-0.216,0.1072,0.402,7500
constrained_ols_av,constrained_ols_av,suit,-0.0398,-0.2158,0.1389,0.4084,5811
constrained_ols_av,constrained_ols_av,high,-0.2609,-1.0507,0.5217,0.3768,414
constrained_ols_av,constrained_ols_av,low,-0.0541,-0.4776,0.3554,0.3812,1275
constrained_ols_av,constrained_ols_av,bid_type:regular,-0.0544,-0.216,0.1072,0.402,7500
constrained_ols_av,selected_ols_av,pooled,-0.0216,-0.182,0.136,0.4132,7500
constrained_ols_av,selected_ols_av,suit,0.0487,-0.1356,0.2335,0.4251,5730
constrained_ols_av,selected_ols_av,high,-0.7222,-1.3779,-0.0499,0.3278,540
constrained_ols_av,selected_ols_av,low,-0.0415,-0.4585,0.3732,0.3951,1230
constrained_ols_av,selected_ols_av,bid_type:regular,-0.0216,-0.182,0.136,0.4132,7500
selected_ols_av,constrained_ols_av,pooled,-0.146,-0.3076,0.0188,0.3924,7500
selected_ols_av,constrained_ols_av,suit,-0.1233,-0.3003,0.0606,0.3983,5694
selected_ols_av,constrained_ols_av,high,-0.2798,-1.0,0.4145,0.3938,579
selected_ols_av,constrained_ols_av,low,-0.1883,-0.6112,0.2347,0.3643,1227
selected_ols_av,constrained_ols_av,bid_type:regular,-0.146,-0.3076,0.0188,0.3924,7500
constrained_ols_av,full_ols_av,pooled,0.5548,0.3892,0.7172,0.4728,7500
constrained_ols_av,full_ols_av,suit,1.6667,1.4616,1.8709,0.6185,3672
constrained_ols_av,full_ols_av,high,-0.8464,-1.3197,-0.3605,0.3292,957
constrained_ols_av,full_ols_av,low,-0.4002,-0.675,-0.1202,0.3344,2871
constrained_ols_av,full_ols_av,bid_type:regular,0.5548,0.3892,0.7172,0.4728,7500
full_ols_av,constrained_ols_av,pooled,-0.5456,-0.7052,-0.3836,0.3364,7500
full_ols_av,constrained_ols_av,suit,-1.6895,-1.8865,-1.4908,0.1912,3594
full_ols_av,constrained_ols_av,high,0.7718,0.2718,1.2685,0.5067,894
full_ols_av,constrained_ols_av,low,0.4283,0.1604,0.6863,0.4592,3012
full_ols_av,constrained_ols_av,bid_type:regular,-0.5456,-0.7052,-0.3836,0.3364,7500
constrained_ols_av,stricthellraiser,pooled,1.2892,1.056,1.5224,0.3608,7500
constrained_ols_av,stricthellraiser,suit,1.2632,1.0338,1.5074,0.3569,7455
constrained_ols_av,stricthellraiser,high,6.0,3.0,9.0,1.0,12
constrained_ols_av,stricthellraiser,low,5.4545,3.8182,7.0909,1.0,33
constrained_ols_av,stricthellraiser,bid_type:regular,1.2892,1.056,1.5224,0.3608,7500
stricthellraiser,constrained_ols_av,pooled,-1.6952,-1.9316,-1.4572,0.4004,7500
stricthellraiser,constrained_ols_av,suit,-1.6854,-1.924,-1.4449,0.4023,7458
stricthellraiser,constrained_ols_av,high,4.0,-4.0,12.0,0.5,6
stricthellraiser,constrained_ols_av,low,-4.6667,-6.3333,-3.0,0.0,36
stricthellraiser,constrained_ols_av,bid_type:regular,-1.6952,-1.9316,-1.4572,0.4004,7500
constrained_ols_av,rankthetank,pooled,10.4836,10.2476,10.712,0.8996,7500
constrained_ols_av,rankthetank,suit,10.4836,10.2476,10.712,0.8996,7500
constrained_ols_av,rankthetank,bid_type:regular,10.4836,10.2476,10.712,0.8996,7500
rankthetank,constrained_ols_av,pooled,-10.52,-10.7516,-10.2816,0.1024,7500
rankthetank,constrained_ols_av,suit,-10.52,-10.7516,-10.2816,0.1024,7500
rankthetank,constrained_ols_av,bid_type:regular,-10.52,-10.7516,-10.2816,0.1024,7500
constrained_ols_av,anchor_hybrid_r0_full,pooled,-0.0548,-0.2536,0.152,0.3684,7500
constrained_ols_av,anchor_hybrid_r0_full,suit,-0.0869,-0.3136,0.1356,0.3644,5730
constrained_ols_av,anchor_hybrid_r0_full,high,0.2431,-0.5734,1.078,0.4037,654
constrained_ols_av,anchor_hybrid_r0_full,low,-0.0645,-0.6264,0.5108,0.3683,1116
constrained_ols_av,anchor_hybrid_r0_full,bid_type:regular,-0.0548,-0.2536,0.152,0.3684,7500
anchor_hybrid_r0_full,constrained_ols_av,pooled,-0.2372,-0.4368,-0.0328,0.4736,7500
anchor_hybrid_r0_full,constrained_ols_av,suit,-0.1484,-0.3735,0.0787,0.4823,5679
anchor_hybrid_r0_full,constrained_ols_av,high,-0.4533,-1.1957,0.28,0.4489,675
anchor_hybrid_r0_full,constrained_ols_av,low,-0.5497,-1.1073,-0.0026,0.445,1146
anchor_hybrid_r0_full,constrained_ols_av,bid_type:regular,-0.2372,-0.4368,-0.0328,0.4736,7500
selected_ols_av,selected_ols_av,pooled,-0.1012,-0.2616,0.0612,0.4048,7500
selected_ols_av,selected_ols_av,suit,-0.016,-0.1963,0.1669,0.4171,5625
selected_ols_av,selected_ols_av,high,-0.6441,-1.2542,-0.0297,0.3517,708
selected_ols_av,selected_ols_av,low,-0.1825,-0.6145,0.2468,0.3779,1167
selected_ols_av,selected_ols_av,bid_type:regular,-0.1012,-0.2616,0.0612,0.4048,7500
selected_ols_av,full_ols_av,pooled,0.56,0.3952,0.7228,0.4764,7500
selected_ols_av,full_ols_av,suit,1.8047,1.601,2.0075,0.6337,3579
selected_ols_av,full_ols_av,high,-0.9771,-1.4543,-0.4999,0.3257,1050
selected_ols_av,full_ols_av,low,-0.4295,-0.6959,-0.1578,0.3354,2871
selected_ols_av,full_ols_av,bid_type:regular,0.56,0.3952,0.7228,0.4764,7500
full_ols_av,selected_ols_av,pooled,-0.5864,-0.7436,-0.4276,0.3356,7500
full_ols_av,selected_ols_av,suit,-1.7832,-1.9782,-1.5782,0.1866,3570
full_ols_av,selected_ols_av,high,0.6341,0.1703,1.123,0.4858,951
full_ols_av,selected_ols_av,low,0.4582,0.1953,0.716,0.4663,2979
full_ols_av,selected_ols_av,bid_type:regular,-0.5864,-0.7436,-0.4276,0.3356,7500
selected_ols_av,stricthellraiser,pooled,1.5864,1.346,1.8328,0.3608,7500
selected_ols_av,stricthellraiser,suit,1.5792,1.3388,1.8151,0.3589,7464
selected_ols_av,stricthellraiser,high,4.0,2.0,6.0,1.0,9
selected_ols_av,stricthellraiser,low,2.7778,-1.4444,6.0,0.6667,27
selected_ols_av,stricthellraiser,bid_type:regular,1.5864,1.346,1.8328,0.3608,7500
stricthellraiser,selected_ols_av,pooled,-1.8436,-2.0904,-1.5952,0.404,7500
stricthellraiser,selected_ols_av,suit,-1.8401,-2.0935,-1.5964,0.406,7449
stricthellraiser,selected_ols_av,high,-1.4,-5.2,5.0,0.2,15
stricthellraiser,selected_ols_av,low,-2.75,-5.3333,0.3333,0.0833,36
stricthellraiser,selected_ols_av,bid_type:regular,-1.8436,-2.0904,-1.5952,0.404,7500
selected_ols_av,rankthetank,pooled,10.4836,10.2476,10.712,0.8996,7500
selected_ols_av,rankthetank,suit,10.4836,10.2476,10.712,0.8996,7500
selected_ols_av,rankthetank,bid_type:regular,10.4836,10.2476,10.712,0.8996,7500
rankthetank,selected_ols_av,pooled,-10.52,-10.7516,-10.2816,0.1024,7500
rankthetank,selected_ols_av,suit,-10.52,-10.7516,-10.2816,0.1024,7500
rankthetank,selected_ols_av,bid_type:regular,-10.52,-10.7516,-10.2816,0.1024,7500
selected_ols_av,anchor_hybrid_r0_full,pooled,0.074,-0.1236,0.2816,0.39,7500
selected_ols_av,anchor_hybrid_r0_full,suit,0.0355,-0.1923,0.2644,0.384,5742
selected_ols_av,anchor_hybrid_r0_full,high,0.4136,-0.3955,1.2318,0.4273,660
selected_ols_av,anchor_hybrid_r0_full,low,0.071,-0.5082,0.6394,0.3989,1098
selected_ols_av,anchor_hybrid_r0_full,bid_type:regular,0.074,-0.1236,0.2816,0.39,7500
anchor_hybrid_r0_full,selected_ols_av,pooled,-0.332,-0.534,-0.124,0.4648,7500
anchor_hybrid_r0_full,selected_ols_av,suit,-0.2034,-0.4356,0.0277,0.4798,5634
anchor_hybrid_r0_full,selected_ols_av,high,-0.59,-1.3013,0.113,0.431,717
anchor_hybrid_r0_full,selected_ols_av,low,-0.8016,-1.3578,-0.2454,0.4125,1149
anchor_hybrid_r0_full,selected_ols_av,bid_type:regular,-0.332,-0.534,-0.124,0.4648,7500
full_ols_av,full_ols_av,pooled,0.06,-0.104,0.224,0.418,7500
full_ols_av,full_ols_av,suit,0.3319,-0.0553,0.7193,0.4638,1410
full_ols_av,full_ols_av,high,-0.0511,-0.4223,0.3163,0.4167,1584
full_ols_av,full_ols_av,low,0.014,-0.1957,0.2244,0.4041,4506
