model,contract,feature_name,importance
gbt_av,high,fourth_suit_len,0.0054
gbt_av,high,num_singletons,0.0071
gbt_av,high,num_doubletons,0.0068
gbt_av,high,offsuit_tens_count,0.0199
gbt_av,high,offsuit_length_3plus_count,0.0027
gbt_av,high,offsuit_best_rank_sum,0.0435
gbt_av,high,offsuit_secondbest_rank_sum,0.0665
gbt_av,high,double_ten_jack_count,0.0011
gbt_av,high,high_card_count,0.0163
gbt_av,high,low_card_count,0.0652
gbt_av,high,trump_count_x_void_count,0.0
gbt_av,high,trump_count_x_offsuit_ace,0.0
gbt_av,high,losing_tricks_count,0.0316
gbt_av,high,quick_tricks,0.0083
gbt_av,high,bid_n,0.232
gbt_av,high,bid_n_sq,0.2821
gbt_av,high,is_moon,0.0
gbt_av,high,is_loner,0.0
gbt_av,low,bowers,0.0
gbt_av,low,trump_count,0.0
gbt_av,low,offsuit_aces,0.0116
gbt_av,low,offsuit_non_ace_count,0.0086
gbt_av,low,hand_value,0.1095
gbt_av,low,trump_rb_count,0.0
gbt_av,low,trump_lb_count,0.0
gbt_av,low,trump_ace_count,0.0
gbt_av,low,trump_king_count,0.0
gbt_av,low,trump_queen_count,0.0
gbt_av,low,trump_ten_count,0.0
gbt_av,low,highest_trump_rank,0.0
gbt_av,low,second_highest_trump_rank,0.0
gbt_av,low,third_highest_trump_rank,0.0
gbt_av,low,trump_power_sum,0.0
gbt_av,low,trump_duplicate_pairs,0.0
gbt_av,low,offsuit_king_count_total,0.0167
gbt_av,low,offsuit_queen_count_total,0.0454
gbt_av,low,offsuit_suits_with_ace,0.0129
gbt_av,low,offsuit_suits_with_double_ace,0.0005
gbt_av,low,offsuit_suits_with_ace_and_king,0.0131
gbt_av,low,void_count,0.0013
gbt_av,low,max_suit_len,0.0061
gbt_av,low,second_suit_len,0.0231
gbt_av,low,third_suit_len,0.0073
gbt_av,low,fourth_suit_len,0.0029
gbt_av,low,num_singletons,0.0043
gbt_av,low,num_doubletons,0.0103
gbt_av,low,offsuit_tens_count,0.0342
gbt_av,low,offsuit_length_3plus_count,0.0262
gbt_av,low,offsuit_best_rank_sum,0.0412
gbt_av,low,offsuit_secondbest_rank_sum,0.0344
gbt_av,low,double_ten_jack_count,0.001
gbt_av,low,high_card_count,0.032
gbt_av,low,low_card_count,0.0125
gbt_av,low,trump_count_x_void_count,0.0
gbt_av,low,trump_count_x_offsuit_ace,0.0
gbt_av,low,losing_tricks_count,0.0379
gbt_av,low,quick_tricks,0.0157
gbt_av,low,bid_n,0.2618
gbt_av,low,bid_n_sq,0.2294
gbt_av,low,is_moon,0.0
gbt_av,low,is_loner,0.0
gbt_av,pass,bowers,0.0
gbt_av,pass,trump_count,0.0
gbt_av,pass,offsuit_aces,0.009
gbt_av,pass,offsuit_non_ace_count,0.0202
gbt_av,pass,hand_value,0.1559
gbt_av,pass,trump_rb_count,0.0
gbt_av,pass,trump_lb_count,0.0
gbt_av,pass,trump_ace_count,0.0
gbt_av,pass,trump_king_count,0.0
gbt_av,pass,trump_queen_count,0.0
gbt_av,pass,trump_ten_count,0.0
gbt_av,pass,highest_trump_rank,0.0
gbt_av,pass,second_highest_trump_rank,0.0
gbt_av,pass,third_highest_trump_rank,0.0
gbt_av,pass,trump_power_sum,0.0
gbt_av,pass,trump_duplicate_pairs,0.0
gbt_av,pass,offsuit_king_count_total,0.0695
gbt_av,pass,offsuit_queen_count_total,0.0823
gbt_av,pass,offsuit_suits_with_ace,0.047
gbt_av,pass,offsuit_suits_with_double_ace,0.0058
gbt_av,pass,offsuit_suits_with_ace_and_king,0.0354
gbt_av,pass,void_count,0.0125
gbt_av,pass,max_suit_len,0.0421
gbt_av,pass,second_suit_len,0.0054
gbt_av,pass,third_suit_len,0.0094
gbt_av,pass,fourth_suit_len,0.0036
gbt_av,pass,num_singletons,0.0343
gbt_av,pass,num_doubletons,0.0196
gbt_av,pass,offsuit_tens_count,0.1156
gbt_av,pass,offsuit_length_3plus_count,0.0016
gbt_av,pass,offsuit_best_rank_sum,0.0572
gbt_av,pass,offsuit_secondbest_rank_sum,0.1329
gbt_av,pass,double_ten_jack_count,0.0233
gbt_av,pass,high_card_count,0.0396
gbt_av,pass,low_card_count,0.0338
gbt_av,pass,trump_count_x_void_count,0.0
gbt_av,pass,trump_count_x_offsuit_ace,0.0
gbt_av,pass,losing_tricks_count,0.0391
gbt_av,pass,quick_tricks,0.0047
