artifact_name,path,schema_version,model_class,git_sha
constrained_ols_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/artifacts/arc_d_v2/r0/training_artifact_av.json,action_value_olsa_v1,ols,13ba62ee796891736b44b4bd5be380ab6b971938
full_ols_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/artifacts/arc_d_v2/r0/training_artifact_av.json,action_value_olsa_v1,ols,13ba62ee796891736b44b4bd5be380ab6b971938
gbt_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/artifacts/arc_d_v2/r0/training_artifact_av.json,action_value_gbt_v1,gbt,13ba62ee796891736b44b4bd5be380ab6b971938
selected_ols_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/artifacts/arc_d_v2/r0/training_artifact_av.json,action_value_olsa_v1,ols,13ba62ee796891736b44b4bd5be380ab6b971938
selected_two_stage_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/artifacts/arc_d_v2/r0/training_artifact_av.json,two_stage_action_value_v1,two-stage,13ba62ee796891736b44b4bd5be380ab6b971938
roster,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/artifacts/arc_d_v2/r0/roster.json,roster_v1,,
