model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
full_ols_av,full_ols_av,high,-0.0511,-0.4223,0.3163,0.4167,528
full_ols_av,full_ols_av,low,0.014,-0.1957,0.2244,0.4041,1502
full_ols_av,full_ols_av,bid_type:regular,0.06,-0.104,0.224,0.418,2500
full_ols_av,stricthellraiser,pooled,1.2788,1.0492,1.516,0.4048,2500
full_ols_av,stricthellraiser,suit,1.3558,1.1175,1.5949,0.3715,2229
full_ols_av,stricthellraiser,high,5.0,3.7143,6.2857,0.9286,14
full_ols_av,stricthellraiser,low,0.4086,-0.4087,1.2218,0.6654,257
full_ols_av,stricthellraiser,bid_type:regular,1.2788,1.0492,1.516,0.4048,2500
stricthellraiser,full_ols_av,pooled,-1.5576,-1.7908,-1.3256,0.37,2500
stricthellraiser,full_ols_av,suit,-1.618,-1.8594,-1.3744,0.3886,2262
stricthellraiser,full_ols_av,high,-4.75,-5.75,-3.75,0.0,16
stricthellraiser,full_ols_av,low,-0.7117,-1.5631,0.1667,0.2072,222
stricthellraiser,full_ols_av,bid_type:regular,-1.5576,-1.7908,-1.3256,0.37,2500
full_ols_av,rankthetank,pooled,10.4836,10.2476,10.712,0.8996,2500
full_ols_av,rankthetank,suit,10.4836,10.2476,10.712,0.8996,2500
full_ols_av,rankthetank,bid_type:regular,10.4836,10.2476,10.712,0.8996,2500
rankthetank,full_ols_av,pooled,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,full_ols_av,suit,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,full_ols_av,bid_type:regular,-10.52,-10.7516,-10.2816,0.1024,2500
full_ols_av,anchor_hybrid_r0_full,pooled,0.0768,-0.1216,0.2848,0.3824,2500
full_ols_av,anchor_hybrid_r0_full,suit,-0.2793,-0.5253,-0.0357,0.3363,1683
full_ols_av,anchor_hybrid_r0_full,high,1.0938,0.5683,1.6193,0.5094,373
full_ols_av,anchor_hybrid_r0_full,low,0.5721,0.0698,1.0788,0.4505,444
full_ols_av,anchor_hybrid_r0_full,bid_type:regular,0.0768,-0.1216,0.2848,0.3824,2500
anchor_hybrid_r0_full,full_ols_av,pooled,-0.3528,-0.5548,-0.142,0.4648,2500
anchor_hybrid_r0_full,full_ols_av,suit,0.0705,-0.1857,0.3376,0.5306,1632
anchor_hybrid_r0_full,full_ols_av,high,-1.2879,-1.7576,-0.8207,0.3056,396
anchor_hybrid_r0_full,full_ols_av,low,-1.0318,-1.5064,-0.5636,0.3708,472
anchor_hybrid_r0_full,full_ols_av,bid_type:regular,-0.3528,-0.5548,-0.142,0.4648,2500
stricthellraiser,stricthellraiser,pooled,-0.2352,-0.6036,0.1284,0.4912,2500
stricthellraiser,stricthellraiser,suit,-0.2352,-0.6036,0.1284,0.4912,2500
stricthellraiser,stricthellraiser,bid_type:regular,-0.2352,-0.6036,0.1284,0.4912,2500
stricthellraiser,rankthetank,pooled,-12.3992,-12.6684,-12.126,0.0768,2500
stricthellraiser,rankthetank,suit,-12.3992,-12.6684,-12.126,0.0768,2500
stricthellraiser,rankthetank,bid_type:regular,-12.3992,-12.6684,-12.126,0.0768,2500
rankthetank,stricthellraiser,pooled,12.092,11.8064,12.3776,0.9148,2500
rankthetank,stricthellraiser,suit,12.092,11.8064,12.3776,0.9148,2500
rankthetank,stricthellraiser,bid_type:regular,12.092,11.8064,12.3776,0.9148,2500
stricthellraiser,anchor_hybrid_r0_full,pooled,-4.5468,-4.8464,-4.2556,0.308,2500
stricthellraiser,anchor_hybrid_r0_full,suit,-4.623,-4.9183,-4.3199,0.3096,2448
stricthellraiser,anchor_hybrid_r0_full,high,-1.1818,-3.5909,1.5909,0.1818,22
stricthellraiser,anchor_hybrid_r0_full,low,-0.8,-3.4667,2.1,0.2667,30
stricthellraiser,anchor_hybrid_r0_full,bid_type:regular,-4.5468,-4.8464,-4.2556,0.308,2500
anchor_hybrid_r0_full,stricthellraiser,pooled,3.914,3.6212,4.208,0.546,2500
anchor_hybrid_r0_full,stricthellraiser,suit,3.9522,3.654,4.2553,0.5413,2448
anchor_hybrid_r0_full,stricthellraiser,high,2.125,-0.625,4.6667,0.75,24
anchor_hybrid_r0_full,stricthellraiser,low,2.1071,0.0714,3.7857,0.7857,28
anchor_hybrid_r0_full,stricthellraiser,bid_type:regular,3.914,3.6212,4.208,0.546,2500
rankthetank,rankthetank,pooled,0.4572,-0.0144,0.918,0.5192,2500
rankthetank,rankthetank,suit,0.4572,-0.0144,0.918,0.5192,2500
rankthetank,rankthetank,bid_type:regular,0.4572,-0.0144,0.918,0.5192,2500
rankthetank,anchor_hybrid_r0_full,pooled,-10.4936,-10.7268,-10.2544,0.1024,2500
rankthetank,anchor_hybrid_r0_full,suit,-10.4962,-10.7263,-10.2565,0.1024,2499
rankthetank,anchor_hybrid_r0_full,high,-4.0,-4.0,-4.0,0.0,1
rankthetank,anchor_hybrid_r0_full,bid_type:regular,-10.4936,-10.7268,-10.2544,0.1024,2500
anchor_hybrid_r0_full,rankthetank,pooled,10.4624,10.2252,10.6928,0.8992,2500
anchor_hybrid_r0_full,rankthetank,suit,10.4624,10.2252,10.6928,0.8992,2500
anchor_hybrid_r0_full,rankthetank,bid_type:regular,10.4624,10.2252,10.6928,0.8992,2500
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-0.2452,-0.454,-0.0252,0.3652,2500
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-0.2403,-0.5244,0.0426,0.4412,1598
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-0.5468,-1.4532,0.3892,0.4138,203
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,-0.4245,-1.2122,0.3669,0.446,278
anchor_hybrid_r0_full,anchor_hybrid_r0_full,bid_type:regular,-0.2949,-0.5536,-0.037,0.4392,2079
