dataset_name,path,n_rows,seed,sha256,model_class
constrained_ols_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/runs/av_r1_quick_42/datasets/action_value.parquet,,42,e64e2df41373bf1790f1494acd81812272b8a0689f69cb109ba63e7368dc16b0,ols
full_ols_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/runs/av_r1_quick_42/datasets/action_value.parquet,,42,e64e2df41373bf1790f1494acd81812272b8a0689f69cb109ba63e7368dc16b0,ols
gbt_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/runs/av_r1_quick_42/datasets/action_value.parquet,,42,e64e2df41373bf1790f1494acd81812272b8a0689f69cb109ba63e7368dc16b0,gbt
selected_ols_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/runs/av_r1_quick_42/datasets/action_value.parquet,,42,e64e2df41373bf1790f1494acd81812272b8a0689f69cb109ba63e7368dc16b0,ols
selected_two_stage_av,/Users/claude_runner/Projects/Bid-Euchre-meta/Bid-Euchre/data/runs/av_r1_quick_42/datasets/action_value.parquet,,42,e64e2df41373bf1790f1494acd81812272b8a0689f69cb109ba63e7368dc16b0,two-stage
