model,contract,rank,feature_name,importance
gbt_av,suit,1,is_loner,0.6227
gbt_av,suit,2,bid_n,0.1344
gbt_av,suit,3,bid_n_sq,0.0879
gbt_av,suit,4,is_moon,0.0487
gbt_av,suit,5,hand_value,0.0107
gbt_av,suit,6,seat_rel_2,0.0101
gbt_av,suit,7,offsuit_secondbest_rank_sum,0.0066
gbt_av,suit,8,offsuit_non_ace_count,0.0062
gbt_av,suit,9,trump_power_sum,0.0055
gbt_av,suit,10,low_card_count,0.0054
gbt_av,suit,11,high_card_count,0.0053
gbt_av,suit,12,offsuit_best_rank_sum,0.0049
gbt_av,suit,13,opp_right_passed,0.0045
gbt_av,suit,14,partner_level_same_suit,0.0034
gbt_av,suit,15,offsuit_tens_count,0.0028
gbt_av,suit,16,losing_tricks_count,0.0024
gbt_av,suit,17,third_highest_trump_rank,0.0022
gbt_av,suit,18,offsuit_aces,0.002
gbt_av,suit,19,quick_tricks,0.0019
gbt_av,suit,20,second_suit_len,0.0018
gbt_av,suit,21,num_doubletons,0.0018
gbt_av,suit,22,trump_count_x_void_count,0.0017
gbt_av,suit,23,trump_ace_count,0.0017
gbt_av,suit,24,partner_level_same_color,0.0017
gbt_av,suit,25,partner_passed,0.0015
gbt_av,suit,26,trump_count,0.0015
gbt_av,suit,27,trump_count_x_offsuit_ace,0.0014
gbt_av,suit,28,num_singletons,0.0014
gbt_av,suit,29,max_suit_len,0.0014
gbt_av,suit,30,second_highest_trump_rank,0.0011
gbt_av,suit,31,current_high_bid,0.0011
gbt_av,suit,32,double_ten_jack_count,0.0009
gbt_av,suit,33,offsuit_suits_with_ace,0.0009
gbt_av,suit,34,offsuit_queen_count_total,0.0008
gbt_av,suit,35,offsuit_king_count_total,0.0008
gbt_av,suit,36,bowers,0.0008
gbt_av,suit,37,offsuit_suits_with_double_ace,0.0007
gbt_av,suit,38,offsuit_suits_with_ace_and_king,0.0007
gbt_av,suit,39,trump_ten_count,0.0007
gbt_av,suit,40,trump_lb_count,0.0007
gbt_av,suit,41,trump_king_count,0.0006
gbt_av,suit,42,trump_S,0.0006
gbt_av,suit,43,trump_queen_count,0.0006
gbt_av,suit,44,third_suit_len,0.0006
gbt_av,suit,45,opp_left_passed,0.0005
gbt_av,suit,46,partner_level_off_color,0.0005
gbt_av,suit,47,trump_C,0.0004
gbt_av,suit,48,partner_level_high,0.0004
gbt_av,suit,49,opp_right_level_off_color,0.0004
gbt_av,suit,50,seat_rel_3,0.0004
gbt_av,suit,51,offsuit_length_3plus_count,0.0004
gbt_av,suit,52,opp_left_level_high,0.0003
gbt_av,suit,53,highest_trump_rank,0.0003
gbt_av,suit,54,trump_rb_count,0.0002
gbt_av,suit,55,trump_D,0.0002
gbt_av,suit,56,auction_position,0.0002
gbt_av,suit,57,opp_left_level_same_color,0.0001
gbt_av,suit,58,trump_H,0.0001
gbt_av,suit,59,trump_duplicate_pairs,0.0001
gbt_av,suit,60,seat_rel_1,0.0001
