model,contract,feature_name,importance
gbt_av,suit,bowers,0.0065
gbt_av,suit,trump_count,0.004
gbt_av,suit,offsuit_aces,0.0051
gbt_av,suit,offsuit_non_ace_count,0.0194
gbt_av,suit,hand_value,0.0265
gbt_av,suit,trump_rb_count,0.0022
gbt_av,suit,trump_lb_count,0.003
gbt_av,suit,trump_ace_count,0.0039
gbt_av,suit,trump_king_count,0.0032
gbt_av,suit,trump_queen_count,0.0022
gbt_av,suit,trump_ten_count,0.0043
gbt_av,suit,highest_trump_rank,0.0052
gbt_av,suit,second_highest_trump_rank,0.003
gbt_av,suit,third_highest_trump_rank,0.0059
gbt_av,suit,trump_power_sum,0.0269
gbt_av,suit,trump_duplicate_pairs,0.0006
gbt_av,suit,offsuit_king_count_total,0.0082
gbt_av,suit,offsuit_queen_count_total,0.0037
gbt_av,suit,offsuit_suits_with_ace,0.0054
gbt_av,suit,offsuit_suits_with_double_ace,0.0016
gbt_av,suit,offsuit_suits_with_ace_and_king,0.0012
gbt_av,suit,void_count,0.0001
gbt_av,suit,max_suit_len,0.0033
gbt_av,suit,second_suit_len,0.0045
gbt_av,suit,third_suit_len,0.001
gbt_av,suit,fourth_suit_len,0.0
gbt_av,suit,num_singletons,0.0048
gbt_av,suit,num_doubletons,0.0035
gbt_av,suit,offsuit_tens_count,0.0045
gbt_av,suit,offsuit_length_3plus_count,0.0026
gbt_av,suit,offsuit_best_rank_sum,0.0229
gbt_av,suit,offsuit_secondbest_rank_sum,0.0311
gbt_av,suit,double_ten_jack_count,0.0062
gbt_av,suit,high_card_count,0.0196
gbt_av,suit,low_card_count,0.027
gbt_av,suit,trump_count_x_void_count,0.0056
gbt_av,suit,trump_count_x_offsuit_ace,0.0061
gbt_av,suit,losing_tricks_count,0.0194
gbt_av,suit,quick_tricks,0.0117
gbt_av,suit,partner_level_same_suit,0.0155
gbt_av,suit,partner_level_same_color,0.0084
gbt_av,suit,partner_level_off_color,0.0019
gbt_av,suit,partner_level_high,0.0021
gbt_av,suit,partner_level_low,0.0003
gbt_av,suit,partner_passed,0.0077
gbt_av,suit,auction_position,0.0039
gbt_av,suit,is_dealer,0.0004
gbt_av,suit,opp_left_level_same_suit,0.0
gbt_av,suit,opp_left_level_same_color,0.0011
gbt_av,suit,opp_left_level_off_color,0.0001
gbt_av,suit,opp_left_level_high,0.0014
gbt_av,suit,opp_left_level_low,0.0
gbt_av,suit,opp_left_passed,0.0008
gbt_av,suit,opp_right_level_same_suit,0.0001
gbt_av,suit,opp_right_level_same_color,0.0001
gbt_av,suit,opp_right_level_off_color,0.0022
gbt_av,suit,opp_right_level_high,0.0004
gbt_av,suit,opp_right_level_low,0.0003
gbt_av,suit,opp_right_passed,0.0134
gbt_av,suit,current_high_bid,0.0077
gbt_av,suit,is_high,0.0
gbt_av,suit,is_low,0.0
gbt_av,suit,trump_C,0.0034
gbt_av,suit,trump_D,0.0005
gbt_av,suit,trump_H,0.0016
gbt_av,suit,trump_S,0.0058
gbt_av,suit,seat_rel_1,0.0022
gbt_av,suit,seat_rel_2,0.0406
gbt_av,suit,seat_rel_3,0.0028
gbt_av,suit,bid_n,0.2899
gbt_av,suit,bid_n_sq,0.2698
gbt_av,suit,is_moon,0.0
gbt_av,suit,is_loner,0.0
gbt_av,high,bowers,0.0
gbt_av,high,trump_count,0.0
gbt_av,high,offsuit_aces,0.0081
gbt_av,high,offsuit_non_ace_count,0.0139
gbt_av,high,hand_value,0.0299
gbt_av,high,trump_rb_count,0.0
gbt_av,high,trump_lb_count,0.0
gbt_av,high,trump_ace_count,0.0
gbt_av,high,trump_king_count,0.0
gbt_av,high,trump_queen_count,0.0
gbt_av,high,trump_ten_count,0.0
gbt_av,high,highest_trump_rank,0.0
gbt_av,high,second_highest_trump_rank,0.0
gbt_av,high,third_highest_trump_rank,0.0
gbt_av,high,trump_power_sum,0.0
gbt_av,high,trump_duplicate_pairs,0.0
gbt_av,high,offsuit_king_count_total,0.014
gbt_av,high,offsuit_queen_count_total,0.0118
gbt_av,high,offsuit_suits_with_ace,0.0151
gbt_av,high,offsuit_suits_with_double_ace,0.0057
gbt_av,high,offsuit_suits_with_ace_and_king,0.0059
gbt_av,high,void_count,0.0001
gbt_av,high,max_suit_len,0.0096
gbt_av,high,second_suit_len,0.0039
gbt_av,high,third_suit_len,0.0021
gbt_av,high,fourth_suit_len,0.0028
