model,contract,rank,feature_name,importance
gbt_av,suit,1,bid_n,0.2899
gbt_av,suit,2,bid_n_sq,0.2698
gbt_av,suit,3,seat_rel_2,0.0406
gbt_av,suit,4,offsuit_secondbest_rank_sum,0.0311
gbt_av,suit,5,low_card_count,0.027
gbt_av,suit,6,trump_power_sum,0.0269
gbt_av,suit,7,hand_value,0.0265
gbt_av,suit,8,offsuit_best_rank_sum,0.0229
gbt_av,suit,9,high_card_count,0.0196
gbt_av,suit,10,offsuit_non_ace_count,0.0194
gbt_av,suit,11,losing_tricks_count,0.0194
gbt_av,suit,12,partner_level_same_suit,0.0155
gbt_av,suit,13,opp_right_passed,0.0134
gbt_av,suit,14,quick_tricks,0.0117
gbt_av,suit,15,partner_level_same_color,0.0084
gbt_av,suit,16,offsuit_king_count_total,0.0082
gbt_av,suit,17,current_high_bid,0.0077
gbt_av,suit,18,partner_passed,0.0077
gbt_av,suit,19,bowers,0.0065
gbt_av,suit,20,double_ten_jack_count,0.0062
gbt_av,suit,21,trump_count_x_offsuit_ace,0.0061
gbt_av,suit,22,third_highest_trump_rank,0.0059
gbt_av,suit,23,trump_S,0.0058
gbt_av,suit,24,trump_count_x_void_count,0.0056
gbt_av,suit,25,offsuit_suits_with_ace,0.0054
gbt_av,suit,26,highest_trump_rank,0.0052
gbt_av,suit,27,offsuit_aces,0.0051
gbt_av,suit,28,num_singletons,0.0048
gbt_av,suit,29,offsuit_tens_count,0.0045
gbt_av,suit,30,second_suit_len,0.0045
gbt_av,suit,31,trump_ten_count,0.0043
gbt_av,suit,32,trump_count,0.004
gbt_av,suit,33,auction_position,0.0039
gbt_av,suit,34,trump_ace_count,0.0039
gbt_av,suit,35,offsuit_queen_count_total,0.0037
gbt_av,suit,36,num_doubletons,0.0035
gbt_av,suit,37,trump_C,0.0034
gbt_av,suit,38,max_suit_len,0.0033
gbt_av,suit,39,trump_king_count,0.0032
gbt_av,suit,40,trump_lb_count,0.003
gbt_av,suit,41,second_highest_trump_rank,0.003
gbt_av,suit,42,seat_rel_3,0.0028
gbt_av,suit,43,offsuit_length_3plus_count,0.0026
gbt_av,suit,44,trump_queen_count,0.0022
gbt_av,suit,45,trump_rb_count,0.0022
gbt_av,suit,46,opp_right_level_off_color,0.0022
gbt_av,suit,47,seat_rel_1,0.0022
gbt_av,suit,48,partner_level_high,0.0021
gbt_av,suit,49,partner_level_off_color,0.0019
gbt_av,suit,50,offsuit_suits_with_double_ace,0.0016
gbt_av,suit,51,trump_H,0.0016
gbt_av,suit,52,opp_left_level_high,0.0014
gbt_av,suit,53,offsuit_suits_with_ace_and_king,0.0012
gbt_av,suit,54,opp_left_level_same_color,0.0011
gbt_av,suit,55,third_suit_len,0.001
gbt_av,suit,56,opp_left_passed,0.0008
gbt_av,suit,57,trump_duplicate_pairs,0.0006
gbt_av,suit,58,trump_D,0.0005
gbt_av,suit,59,opp_right_level_high,0.0004
gbt_av,suit,60,is_dealer,0.0004
gbt_av,suit,61,partner_level_low,0.0003
gbt_av,suit,62,opp_right_level_low,0.0003
gbt_av,suit,63,opp_right_level_same_suit,0.0001
gbt_av,suit,64,void_count,0.0001
gbt_av,suit,65,opp_left_level_off_color,0.0001
gbt_av,suit,66,opp_right_level_same_color,0.0001
gbt_av,suit,67,opp_left_level_low,0.0
gbt_av,suit,68,opp_left_level_same_suit,0.0
gbt_av,suit,69,fourth_suit_len,0.0
gbt_av,suit,70,is_high,0.0
gbt_av,suit,71,is_low,0.0
gbt_av,suit,72,is_moon,0.0
gbt_av,suit,73,is_loner,0.0
gbt_av,high,1,bid_n_sq,0.3573
gbt_av,high,2,bid_n,0.1927
gbt_av,high,3,offsuit_best_rank_sum,0.0713
gbt_av,high,4,offsuit_secondbest_rank_sum,0.06
gbt_av,high,5,offsuit_tens_count,0.0309
gbt_av,high,6,seat_rel_2,0.0308
gbt_av,high,7,hand_value,0.0299
gbt_av,high,8,losing_tricks_count,0.0206
gbt_av,high,9,quick_tricks,0.0176
gbt_av,high,10,low_card_count,0.0157
gbt_av,high,11,offsuit_suits_with_ace,0.0151
gbt_av,high,12,offsuit_king_count_total,0.014
gbt_av,high,13,offsuit_non_ace_count,0.0139
gbt_av,high,14,current_high_bid,0.0126
gbt_av,high,15,offsuit_queen_count_total,0.0118
gbt_av,high,16,max_suit_len,0.0096
gbt_av,high,17,offsuit_aces,0.0081
gbt_av,high,18,high_card_count,0.0074
gbt_av,high,19,auction_position,0.0074
gbt_av,high,20,opp_right_passed,0.0073
gbt_av,high,21,num_singletons,0.0071
gbt_av,high,22,num_doubletons,0.007
gbt_av,high,23,partner_level_high,0.0061
gbt_av,high,24,offsuit_suits_with_ace_and_king,0.0059
gbt_av,high,25,offsuit_suits_with_double_ace,0.0057
gbt_av,high,26,seat_rel_1,0.0048
gbt_av,high,27,opp_left_passed,0.0048
gbt_av,high,28,seat_rel_3,0.0045
gbt_av,high,29,second_suit_len,0.0039
gbt_av,high,30,fourth_suit_len,0.0028
gbt_av,high,31,offsuit_length_3plus_count,0.0025
gbt_av,high,32,is_dealer,0.0025
gbt_av,high,33,opp_right_level_high,0.0025
gbt_av,high,34,partner_passed,0.0023
gbt_av,high,35,third_suit_len,0.0021
gbt_av,high,36,double_ten_jack_count,0.0012
gbt_av,high,37,opp_right_level_low,0.0003
gbt_av,high,38,void_count,0.0001
gbt_av,high,39,partner_level_low,0.0
gbt_av,high,40,bowers,0.0
gbt_av,high,41,trump_count,0.0
gbt_av,high,42,trump_rb_count,0.0
gbt_av,high,43,trump_lb_count,0.0
gbt_av,high,44,trump_ace_count,0.0
gbt_av,high,45,trump_king_count,0.0
gbt_av,high,46,trump_queen_count,0.0
gbt_av,high,47,trump_ten_count,0.0
gbt_av,high,48,highest_trump_rank,0.0
gbt_av,high,49,second_highest_trump_rank,0.0
gbt_av,high,50,third_highest_trump_rank,0.0
gbt_av,high,51,trump_power_sum,0.0
gbt_av,high,52,trump_duplicate_pairs,0.0
gbt_av,high,53,trump_count_x_void_count,0.0
gbt_av,high,54,trump_count_x_offsuit_ace,0.0
gbt_av,high,55,partner_level_same_suit,0.0
gbt_av,high,56,partner_level_same_color,0.0
gbt_av,high,57,partner_level_off_color,0.0
gbt_av,high,58,opp_left_level_same_suit,0.0
gbt_av,high,59,opp_left_level_same_color,0.0
gbt_av,high,60,opp_left_level_off_color,0.0
gbt_av,high,61,opp_left_level_high,0.0
gbt_av,high,62,opp_left_level_low,0.0
gbt_av,high,63,opp_right_level_same_suit,0.0
gbt_av,high,64,opp_right_level_same_color,0.0
gbt_av,high,65,opp_right_level_off_color,0.0
gbt_av,high,66,is_high,0.0
gbt_av,high,67,is_low,0.0
gbt_av,high,68,trump_C,0.0
gbt_av,high,69,trump_D,0.0
gbt_av,high,70,trump_H,0.0
gbt_av,high,71,trump_S,0.0
gbt_av,high,72,is_moon,0.0
gbt_av,high,73,is_loner,0.0
gbt_av,low,1,bid_n_sq,0.3705
gbt_av,low,2,bid_n,0.1486
gbt_av,low,3,seat_rel_2,0.0606
gbt_av,low,4,hand_value,0.0601
gbt_av,low,5,offsuit_best_rank_sum,0.0368
gbt_av,low,6,offsuit_secondbest_rank_sum,0.0343
gbt_av,low,7,losing_tricks_count,0.0238
gbt_av,low,8,high_card_count,0.02
gbt_av,low,9,offsuit_suits_with_ace,0.0192
gbt_av,low,10,low_card_count,0.0177
gbt_av,low,11,num_doubletons,0.0163
gbt_av,low,12,offsuit_queen_count_total,0.0151
gbt_av,low,13,offsuit_king_count_total,0.0143
gbt_av,low,14,opp_right_level_high,0.014
gbt_av,low,15,offsuit_non_ace_count,0.013
gbt_av,low,16,offsuit_tens_count,0.013
gbt_av,low,17,quick_tricks,0.0119
gbt_av,low,18,offsuit_aces,0.0115
gbt_av,low,19,current_high_bid,0.0114
gbt_av,low,20,auction_position,0.0111
gbt_av,low,21,num_singletons,0.0097
gbt_av,low,22,third_suit_len,0.0095
gbt_av,low,23,opp_left_passed,0.0089
gbt_av,low,24,max_suit_len,0.0086
gbt_av,low,25,offsuit_suits_with_double_ace,0.0077
gbt_av,low,26,offsuit_length_3plus_count,0.0058
gbt_av,low,27,second_suit_len,0.0046
gbt_av,low,28,offsuit_suits_with_ace_and_king,0.0043
gbt_av,low,29,is_dealer,0.0029
gbt_av,low,30,fourth_suit_len,0.0026
gbt_av,low,31,opp_right_passed,0.0022
gbt_av,low,32,seat_rel_1,0.0021
gbt_av,low,33,seat_rel_3,0.002
gbt_av,low,34,partner_level_low,0.0019
gbt_av,low,35,partner_passed,0.0013
gbt_av,low,36,double_ten_jack_count,0.0012
gbt_av,low,37,opp_left_level_high,0.0008
gbt_av,low,38,opp_right_level_low,0.0002
gbt_av,low,39,void_count,0.0002
gbt_av,low,40,opp_left_level_low,0.0002
gbt_av,low,41,partner_level_high,0.0001
gbt_av,low,42,bowers,0.0
gbt_av,low,43,trump_count,0.0
gbt_av,low,44,trump_rb_count,0.0
gbt_av,low,45,trump_lb_count,0.0
gbt_av,low,46,trump_ace_count,0.0
gbt_av,low,47,trump_king_count,0.0
gbt_av,low,48,trump_queen_count,0.0
gbt_av,low,49,trump_ten_count,0.0
gbt_av,low,50,highest_trump_rank,0.0
gbt_av,low,51,second_highest_trump_rank,0.0
gbt_av,low,52,third_highest_trump_rank,0.0
gbt_av,low,53,trump_power_sum,0.0
gbt_av,low,54,trump_duplicate_pairs,0.0
gbt_av,low,55,trump_count_x_void_count,0.0
gbt_av,low,56,trump_count_x_offsuit_ace,0.0
gbt_av,low,57,partner_level_same_suit,0.0
gbt_av,low,58,partner_level_same_color,0.0
gbt_av,low,59,partner_level_off_color,0.0
gbt_av,low,60,opp_left_level_same_suit,0.0
gbt_av,low,61,opp_left_level_same_color,0.0
gbt_av,low,62,opp_left_level_off_color,0.0
gbt_av,low,63,opp_right_level_same_suit,0.0
gbt_av,low,64,opp_right_level_same_color,0.0
gbt_av,low,65,opp_right_level_off_color,0.0
gbt_av,low,66,is_high,0.0
gbt_av,low,67,is_low,0.0
gbt_av,low,68,trump_C,0.0
gbt_av,low,69,trump_D,0.0
gbt_av,low,70,trump_H,0.0
gbt_av,low,71,trump_S,0.0
gbt_av,low,72,is_moon,0.0
gbt_av,low,73,is_loner,0.0
gbt_av,pass,1,opp_right_passed,0.188
gbt_av,pass,2,partner_passed,0.1054
gbt_av,pass,3,offsuit_secondbest_rank_sum,0.1031
gbt_av,pass,4,offsuit_best_rank_sum,0.0886
gbt_av,pass,5,current_high_bid,0.0461
gbt_av,pass,6,opp_left_passed,0.0444
gbt_av,pass,7,hand_value,0.0439
gbt_av,pass,8,low_card_count,0.0369
gbt_av,pass,9,offsuit_queen_count_total,0.0353
gbt_av,pass,10,num_doubletons,0.0248
gbt_av,pass,11,offsuit_suits_with_ace,0.0244
gbt_av,pass,12,offsuit_non_ace_count,0.0234
gbt_av,pass,13,offsuit_length_3plus_count,0.0202
gbt_av,pass,14,offsuit_king_count_total,0.0202
gbt_av,pass,15,offsuit_suits_with_double_ace,0.0189
gbt_av,pass,16,losing_tricks_count,0.0186
gbt_av,pass,17,seat_rel_2,0.0184
gbt_av,pass,18,quick_tricks,0.0181
gbt_av,pass,19,offsuit_tens_count,0.0175
gbt_av,pass,20,high_card_count,0.0168
gbt_av,pass,21,max_suit_len,0.0131
gbt_av,pass,22,offsuit_suits_with_ace_and_king,0.011
gbt_av,pass,23,fourth_suit_len,0.01
gbt_av,pass,24,offsuit_aces,0.008
gbt_av,pass,25,auction_position,0.008
gbt_av,pass,26,second_suit_len,0.0078
gbt_av,pass,27,num_singletons,0.0063
gbt_av,pass,28,opp_right_level_high,0.0062
gbt_av,pass,29,seat_rel_3,0.0056
gbt_av,pass,30,third_suit_len,0.0037
gbt_av,pass,31,partner_level_high,0.0022
gbt_av,pass,32,seat_rel_1,0.0017
gbt_av,pass,33,double_ten_jack_count,0.0012
gbt_av,pass,34,opp_right_level_low,0.001
gbt_av,pass,35,void_count,0.0007
gbt_av,pass,36,is_dealer,0.0006
gbt_av,pass,37,partner_level_low,0.0001
gbt_av,pass,38,opp_left_level_high,0.0
gbt_av,pass,39,opp_left_level_low,0.0
gbt_av,pass,40,bowers,0.0
gbt_av,pass,41,trump_count,0.0
gbt_av,pass,42,trump_rb_count,0.0
gbt_av,pass,43,trump_lb_count,0.0
gbt_av,pass,44,trump_ace_count,0.0
gbt_av,pass,45,trump_king_count,0.0
gbt_av,pass,46,trump_queen_count,0.0
gbt_av,pass,47,trump_ten_count,0.0
gbt_av,pass,48,highest_trump_rank,0.0
gbt_av,pass,49,second_highest_trump_rank,0.0
gbt_av,pass,50,third_highest_trump_rank,0.0
gbt_av,pass,51,trump_power_sum,0.0
gbt_av,pass,52,trump_duplicate_pairs,0.0
gbt_av,pass,53,trump_count_x_void_count,0.0
gbt_av,pass,54,trump_count_x_offsuit_ace,0.0
gbt_av,pass,55,partner_level_same_suit,0.0
gbt_av,pass,56,partner_level_same_color,0.0
gbt_av,pass,57,partner_level_off_color,0.0
gbt_av,pass,58,opp_left_level_same_suit,0.0
gbt_av,pass,59,opp_left_level_same_color,0.0
gbt_av,pass,60,opp_left_level_off_color,0.0
gbt_av,pass,61,opp_right_level_same_suit,0.0
gbt_av,pass,62,opp_right_level_same_color,0.0
gbt_av,pass,63,opp_right_level_off_color,0.0
gbt_av,pass,64,is_high,0.0
gbt_av,pass,65,is_low,0.0
gbt_av,pass,66,trump_C,0.0
gbt_av,pass,67,trump_D,0.0
gbt_av,pass,68,trump_H,0.0
gbt_av,pass,69,trump_S,0.0
selected_ols_av,suit,1,bid_n_sq,0.4956
selected_ols_av,suit,2,opp_right_passed,0.5367
selected_ols_av,suit,3,hand_value,0.5648
selected_ols_av,suit,4,partner_passed,0.5816
selected_ols_av,suit,5,partner_level_off_color,0.5856
selected_ols_av,high,1,bid_n_sq,0.4775
selected_ols_av,high,2,quick_tricks,0.5277
selected_ols_av,high,3,opp_right_passed,0.5341
selected_ols_av,high,4,seat_rel_3,0.5397
selected_ols_av,high,5,partner_level_high,0.5433
selected_ols_av,low,1,bid_n_sq,0.4438
selected_ols_av,low,2,low_card_count,0.4649
selected_ols_av,low,3,seat_rel_2,0.4941
selected_ols_av,low,4,offsuit_suits_with_ace_and_king,0.5004
selected_ols_av,low,5,third_suit_len,0.5098
selected_ols_av,low,6,opp_left_passed,0.5251
selected_ols_av,low,7,num_doubletons,0.5323
selected_ols_av,low,8,opp_left_level_high,0.5329
selected_ols_av,pass,1,opp_right_passed,0.1658
selected_ols_av,pass,2,partner_passed,0.26
selected_ols_av,pass,3,opp_left_passed,0.3158
selected_ols_av,pass,4,offsuit_suits_with_double_ace,0.3492
selected_ols_av,pass,5,opp_right_level_low,0.3567
selected_ols_av,pass,6,seat_rel_1,0.3676
selected_ols_av,pass,7,opp_right_level_high,0.3903
selected_ols_av,pass,8,opp_left_level_low,0.4148
selected_ols_av,pass,9,bowers,0.4148
selected_two_stage_av,suit,1,bid_n_sq,0.4956
selected_two_stage_av,suit,2,opp_right_passed,0.5367
selected_two_stage_av,suit,3,hand_value,0.5648
selected_two_stage_av,suit,4,partner_passed,0.5816
selected_two_stage_av,suit,5,partner_level_off_color,0.5856
selected_two_stage_av,high,1,bid_n_sq,0.4775
selected_two_stage_av,high,2,quick_tricks,0.5277
selected_two_stage_av,high,3,opp_right_passed,0.5341
selected_two_stage_av,high,4,seat_rel_3,0.5397
selected_two_stage_av,high,5,partner_level_high,0.5433
selected_two_stage_av,low,1,bid_n_sq,0.4438
selected_two_stage_av,low,2,low_card_count,0.4649
selected_two_stage_av,low,3,seat_rel_2,0.4941
selected_two_stage_av,low,4,offsuit_suits_with_ace_and_king,0.5004
selected_two_stage_av,low,5,third_suit_len,0.5098
selected_two_stage_av,low,6,opp_left_passed,0.5251
selected_two_stage_av,low,7,num_doubletons,0.5323
selected_two_stage_av,low,8,opp_left_level_high,0.5329
selected_two_stage_av,pass,1,opp_right_passed,0.1658
selected_two_stage_av,pass,2,partner_passed,0.26
selected_two_stage_av,pass,3,opp_left_passed,0.3158
selected_two_stage_av,pass,4,offsuit_suits_with_double_ace,0.3492
selected_two_stage_av,pass,5,opp_right_level_low,0.3567
selected_two_stage_av,pass,6,seat_rel_1,0.3676
selected_two_stage_av,pass,7,opp_right_level_high,0.3903
selected_two_stage_av,pass,8,opp_left_level_low,0.4148
selected_two_stage_av,pass,9,bowers,0.4148
