dataset_name,path,n_rows,seed,sha256,model_class
constrained_ols_av,data/runs/arc_d_v2/base_datasets/pre_r3/smoke,25,42,,ols
full_ols_av,data/runs/arc_d_v2/base_datasets/pre_r3/full,5000,456,,ols
gbt_av,data/runs/arc_d_v2/base_datasets/pre_r3/full,5000,456,,gbt
selected_ols_av,data/runs/arc_d_v2/base_datasets/pre_r3/smoke,25,42,,ols
selected_two_stage_av,data/runs/arc_d_v2/base_datasets/pre_r3/full,5000,456,,two-stage
